"","X","age","workclass","education","educational.num","marital.status","race","gender","hours.per.week","income"
"35996",35996,40,"Private","11th",7,"Divorced","White","Female",20,"<=50K"
"35997",35997,20,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"35998",35998,39,"Private","10th",6,"Married-civ-spouse","White","Male",40,"<=50K"
"35999",35999,28,"Private","HS-grad",9,"Never-married","White","Male",42,"<=50K"
"36000",36000,30,"Private","Some-college",10,"Married-civ-spouse","Asian-Pac-Islander","Female",5,">50K"
"36001",36001,42,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"36002",36002,42,"Private","HS-grad",9,"Divorced","White","Male",50,"<=50K"
"36003",36003,21,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"36004",36004,40,"Private","Some-college",10,"Divorced","White","Male",40,"<=50K"
"36005",36005,36,"Private","11th",7,"Never-married","White","Female",40,"<=50K"
"36006",36006,67,"Private","Some-college",10,"Divorced","White","Male",35,"<=50K"
"36007",36007,65,"Private","Some-college",10,"Divorced","White","Female",40,"<=50K"
"36008",36008,50,"Local-gov","Bachelors",13,"Divorced","White","Female",50,"<=50K"
"36009",36009,18,"Private","10th",6,"Never-married","White","Male",27,"<=50K"
"36010",36010,31,"Private","HS-grad",9,"Never-married","Black","Female",38,"<=50K"
"36011",36011,36,"Self-emp-inc","Some-college",10,"Married-civ-spouse","White","Male",50,">50K"
"36012",36012,20,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"36013",36013,34,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"36014",36014,24,"Private","HS-grad",9,"Married-civ-spouse","White","Male",39,"<=50K"
"36015",36015,38,"Federal-gov","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"36016",36016,17,"Private","10th",6,"Never-married","White","Female",20,"<=50K"
"36017",36017,52,"Without-pay","HS-grad",9,"Married-civ-spouse","White","Female",30,"<=50K"
"36018",36018,34,"Private","Masters",14,"Never-married","White","Female",40,">50K"
"36019",36019,49,"Private","Prof-school",15,"Married-civ-spouse","White","Male",48,"<=50K"
"36020",36020,45,"Private","9th",5,"Never-married","White","Female",15,"<=50K"
"36021",36021,46,"Private","Bachelors",13,"Married-civ-spouse","Asian-Pac-Islander","Male",35,">50K"
"36022",36022,34,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"36023",36023,21,"Self-emp-not-inc","12th",8,"Married-civ-spouse","White","Female",30,"<=50K"
"36024",36024,17,"Private","11th",7,"Never-married","White","Female",30,"<=50K"
"36025",36025,23,"Private","Some-college",10,"Never-married","Black","Male",40,"<=50K"
"36026",36026,32,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"36027",36027,22,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"36028",36028,48,"State-gov","HS-grad",9,"Married-civ-spouse","White","Male",35,">50K"
"36029",36029,27,"State-gov","Bachelors",13,"Never-married","White","Male",50,"<=50K"
"36030",36030,43,"Private","Masters",14,"Never-married","White","Male",40,"<=50K"
"36031",36031,44,"Private","HS-grad",9,"Married-civ-spouse","Asian-Pac-Islander","Female",50,"<=50K"
"36032",36032,55,"Private","Some-college",10,"Married-civ-spouse","White","Male",60,">50K"
"36033",36033,31,"Private","HS-grad",9,"Never-married","Black","Male",40,"<=50K"
"36034",36034,34,"Private","HS-grad",9,"Never-married","White","Male",48,"<=50K"
"36035",36035,34,"Private","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"36036",36036,37,"Private","Bachelors",13,"Divorced","White","Male",40,"<=50K"
"36037",36037,21,"Private","Some-college",10,"Never-married","White","Male",10,"<=50K"
"36038",36038,35,"Private","Assoc-voc",11,"Married-civ-spouse","Black","Male",40,"<=50K"
"36039",36039,28,"Private","Some-college",10,"Divorced","White","Female",30,"<=50K"
"36040",36040,62,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"36041",36041,40,"Federal-gov","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"36042",36042,34,"Private","Bachelors",13,"Never-married","White","Female",39,"<=50K"
"36043",36043,32,"Private","Masters",14,"Never-married","White","Female",40,"<=50K"
"36044",36044,70,"Private","Some-college",10,"Widowed","White","Female",34,"<=50K"
"36045",36045,23,"Private","HS-grad",9,"Married-civ-spouse","White","Male",50,"<=50K"
"36046",36046,30,"Private","HS-grad",9,"Never-married","White","Male",48,"<=50K"
"36047",36047,57,"Private","HS-grad",9,"Married-civ-spouse","Asian-Pac-Islander","Male",40,"<=50K"
"36048",36048,34,"Self-emp-not-inc","Prof-school",15,"Married-civ-spouse","White","Male",35,">50K"
"36049",36049,24,"Private","10th",6,"Married-civ-spouse","White","Male",40,"<=50K"
"36050",36050,41,"Local-gov","Bachelors",13,"Married-civ-spouse","White","Male",35,">50K"
"36051",36051,38,"Self-emp-not-inc","7th-8th",4,"Married-civ-spouse","White","Male",40,"<=50K"
"36052",36052,48,"Private","Assoc-acdm",12,"Divorced","White","Female",40,"<=50K"
"36053",36053,43,"Private","Bachelors",13,"Married-civ-spouse","Black","Male",40,"<=50K"
"36054",36054,18,"Private","Some-college",10,"Never-married","White","Female",40,"<=50K"
"36055",36055,35,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"36056",36056,42,"Private","HS-grad",9,"Divorced","White","Male",48,"<=50K"
"36057",36057,30,"Private","Some-college",10,"Divorced","White","Female",35,"<=50K"
"36058",36058,42,"Private","Bachelors",13,"Married-civ-spouse","White","Male",45,">50K"
"36059",36059,48,"Private","Some-college",10,"Divorced","Black","Male",40,"<=50K"
"36060",36060,70,"Private","HS-grad",9,"Divorced","White","Female",28,"<=50K"
"36061",36061,37,"Private","9th",5,"Divorced","White","Male",35,"<=50K"
"36062",36062,51,"Private","Assoc-voc",11,"Separated","White","Female",40,"<=50K"
"36063",36063,35,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"36064",36064,59,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","White","Male",43,">50K"
"36065",36065,57,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"36066",36066,26,"Private","HS-grad",9,"Never-married","White","Male",20,"<=50K"
"36067",36067,26,"Private","5th-6th",3,"Separated","Other","Male",35,"<=50K"
"36068",36068,19,"Private","HS-grad",9,"Never-married","White","Male",35,"<=50K"
"36069",36069,34,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"36070",36070,56,"Private","Bachelors",13,"Never-married","White","Female",55,">50K"
"36071",36071,25,"Private","Bachelors",13,"Never-married","Asian-Pac-Islander","Female",40,"<=50K"
"36072",36072,46,"Self-emp-not-inc","Prof-school",15,"Married-civ-spouse","White","Male",80,">50K"
"36073",36073,22,"Private","HS-grad",9,"Married-civ-spouse","White","Male",20,"<=50K"
"36074",36074,32,"Private","Assoc-voc",11,"Divorced","White","Female",40,"<=50K"
"36075",36075,72,"Self-emp-not-inc","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"36076",36076,36,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"36077",36077,28,"Private","HS-grad",9,"Married-civ-spouse","White","Female",45,">50K"
"36078",36078,37,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"36079",36079,42,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"36080",36080,44,"Private","Some-college",10,"Married-civ-spouse","White","Male",44,"<=50K"
"36081",36081,33,"Private","Some-college",10,"Married-civ-spouse","White","Female",21,">50K"
"36082",36082,53,"State-gov","Doctorate",16,"Married-civ-spouse","White","Male",40,"<=50K"
"36083",36083,28,"Private","Some-college",10,"Never-married","White","Male",50,"<=50K"
"36084",36084,69,"Private","Bachelors",13,"Married-civ-spouse","White","Male",20,"<=50K"
"36085",36085,20,"Private","Some-college",10,"Never-married","White","Male",27,"<=50K"
"36086",36086,33,"Private","Some-college",10,"Never-married","White","Male",50,"<=50K"
"36087",36087,47,"Private","HS-grad",9,"Married-civ-spouse","Black","Male",60,">50K"
"36088",36088,50,"Local-gov","HS-grad",9,"Married-civ-spouse","White","Male",35,">50K"
"36089",36089,22,"Private","Some-college",10,"Never-married","White","Male",45,"<=50K"
"36090",36090,20,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"36091",36091,42,"Local-gov","Bachelors",13,"Never-married","White","Male",50,"<=50K"
"36092",36092,23,"Private","HS-grad",9,"Never-married","Asian-Pac-Islander","Male",40,"<=50K"
"36093",36093,32,"Private","Some-college",10,"Divorced","White","Female",45,"<=50K"
"36094",36094,41,"Private","Bachelors",13,"Widowed","Black","Male",50,"<=50K"
"36095",36095,35,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"36096",36096,40,"Private","Masters",14,"Married-civ-spouse","White","Male",50,">50K"
"36097",36097,25,"Private","Some-college",10,"Never-married","Black","Male",40,"<=50K"
"36098",36098,34,"State-gov","Doctorate",16,"Married-civ-spouse","Asian-Pac-Islander","Male",20,"<=50K"
"36099",36099,23,"Private","Assoc-voc",11,"Never-married","Asian-Pac-Islander","Male",40,"<=50K"
"36100",36100,30,"Local-gov","Masters",14,"Married-civ-spouse","White","Male",40,">50K"
"36101",36101,55,"Local-gov","Masters",14,"Widowed","White","Female",45,"<=50K"
"36102",36102,26,"Private","Masters",14,"Never-married","White","Female",40,"<=50K"
"36103",36103,39,"Private","Masters",14,"Never-married","White","Male",60,"<=50K"
"36104",36104,52,"Private","HS-grad",9,"Married-civ-spouse","Amer-Indian-Eskimo","Male",40,">50K"
"36105",36105,42,"Private","Some-college",10,"Separated","White","Male",60,"<=50K"
"36106",36106,25,"Private","Bachelors",13,"Never-married","White","Male",48,"<=50K"
"36107",36107,27,"Private","Bachelors",13,"Never-married","White","Male",35,"<=50K"
"36108",36108,30,"Self-emp-not-inc","7th-8th",4,"Never-married","White","Male",40,"<=50K"
"36109",36109,23,"State-gov","Bachelors",13,"Never-married","White","Male",40,">50K"
"36110",36110,47,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"36111",36111,18,"Private","HS-grad",9,"Never-married","White","Female",20,"<=50K"
"36112",36112,52,"Private","Some-college",10,"Divorced","White","Female",35,"<=50K"
"36113",36113,24,"Private","HS-grad",9,"Never-married","White","Female",48,"<=50K"
"36114",36114,58,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","White","Male",55,">50K"
"36115",36115,35,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"36116",36116,31,"Private","Assoc-voc",11,"Never-married","White","Male",40,"<=50K"
"36117",36117,46,"Private","Some-college",10,"Married-civ-spouse","White","Male",60,">50K"
"36118",36118,43,"Private","Masters",14,"Married-civ-spouse","White","Male",40,">50K"
"36119",36119,21,"Private","HS-grad",9,"Never-married","White","Female",35,"<=50K"
"36120",36120,52,"Private","Some-college",10,"Married-civ-spouse","White","Male",60,"<=50K"
"36121",36121,24,"Private","Bachelors",13,"Never-married","White","Female",35,"<=50K"
"36122",36122,22,"Private","HS-grad",9,"Never-married","White","Female",48,"<=50K"
"36123",36123,39,"Private","Some-college",10,"Married-civ-spouse","Asian-Pac-Islander","Male",25,"<=50K"
"36124",36124,34,"State-gov","HS-grad",9,"Married-civ-spouse","Black","Male",40,"<=50K"
"36125",36125,58,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"36126",36126,26,"Private","Bachelors",13,"Never-married","White","Male",25,"<=50K"
"36127",36127,29,"Private","HS-grad",9,"Married-civ-spouse","Amer-Indian-Eskimo","Male",40,"<=50K"
"36128",36128,28,"Private","Assoc-acdm",12,"Married-civ-spouse","Black","Female",35,"<=50K"
"36129",36129,62,"Local-gov","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"36130",36130,54,"Private","5th-6th",3,"Married-civ-spouse","White","Male",40,">50K"
"36131",36131,36,"Private","Some-college",10,"Married-civ-spouse","White","Male",65,"<=50K"
"36132",36132,18,"Private","12th",8,"Never-married","White","Male",18,"<=50K"
"36133",36133,25,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",40,"<=50K"
"36134",36134,48,"Private","Some-college",10,"Never-married","Black","Female",40,"<=50K"
"36135",36135,56,"Private","10th",6,"Married-civ-spouse","White","Male",70,"<=50K"
"36136",36136,30,"Private","Prof-school",15,"Never-married","White","Female",24,"<=50K"
"36137",36137,41,"Local-gov","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"36138",36138,59,"Private","HS-grad",9,"Divorced","White","Male",60,">50K"
"36139",36139,36,"Private","11th",7,"Married-civ-spouse","White","Male",40,"<=50K"
"36140",36140,30,"Private","HS-grad",9,"Divorced","White","Female",54,"<=50K"
"36141",36141,27,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"36142",36142,30,"Private","Bachelors",13,"Never-married","Asian-Pac-Islander","Male",15,"<=50K"
"36143",36143,47,"Private","Assoc-voc",11,"Divorced","Black","Female",25,"<=50K"
"36144",36144,39,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"36145",36145,31,"Private","HS-grad",9,"Married-civ-spouse","Asian-Pac-Islander","Male",40,"<=50K"
"36146",36146,44,"Private","Assoc-acdm",12,"Divorced","White","Female",40,"<=50K"
"36147",36147,37,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"36148",36148,28,"Private","Some-college",10,"Married-civ-spouse","White","Male",63,"<=50K"
"36149",36149,38,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"36150",36150,26,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"36151",36151,44,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"36152",36152,40,"Private","Some-college",10,"Married-civ-spouse","White","Male",50,"<=50K"
"36153",36153,53,"State-gov","HS-grad",9,"Married-civ-spouse","Amer-Indian-Eskimo","Female",28,">50K"
"36154",36154,31,"Private","Some-college",10,"Married-civ-spouse","White","Male",50,"<=50K"
"36155",36155,18,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"36156",36156,43,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","White","Male",45,"<=50K"
"36157",36157,30,"Private","HS-grad",9,"Never-married","White","Male",35,"<=50K"
"36158",36158,19,"State-gov","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"36159",36159,36,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"36160",36160,25,"Private","Masters",14,"Never-married","White","Female",60,"<=50K"
"36161",36161,36,"Private","11th",7,"Married-civ-spouse","White","Male",60,"<=50K"
"36162",36162,22,"Private","Some-college",10,"Never-married","White","Female",50,"<=50K"
"36163",36163,42,"Federal-gov","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"36164",36164,33,"State-gov","Some-college",10,"Never-married","White","Female",40,"<=50K"
"36165",36165,38,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"36166",36166,33,"State-gov","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"36167",36167,52,"Self-emp-not-inc","HS-grad",9,"Divorced","Black","Male",40,"<=50K"
"36168",36168,30,"Private","Some-college",10,"Never-married","White","Male",30,"<=50K"
"36169",36169,18,"State-gov","Some-college",10,"Never-married","White","Male",10,"<=50K"
"36170",36170,24,"State-gov","Some-college",10,"Married-civ-spouse","Asian-Pac-Islander","Male",24,"<=50K"
"36171",36171,17,"Private","10th",6,"Never-married","White","Male",40,"<=50K"
"36172",36172,48,"Private","Some-college",10,"Never-married","White","Female",40,"<=50K"
"36173",36173,46,"Local-gov","Some-college",10,"Divorced","White","Female",40,"<=50K"
"36174",36174,55,"Private","HS-grad",9,"Divorced","White","Male",60,">50K"
"36175",36175,28,"Private","Bachelors",13,"Never-married","White","Female",40,"<=50K"
"36176",36176,33,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"36177",36177,44,"Private","HS-grad",9,"Married-civ-spouse","White","Male",24,"<=50K"
"36178",36178,43,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"36179",36179,42,"Private","Some-college",10,"Never-married","White","Female",40,"<=50K"
"36180",36180,39,"Private","Assoc-voc",11,"Divorced","Black","Female",40,"<=50K"
"36181",36181,23,"Private","10th",6,"Never-married","White","Male",50,"<=50K"
"36182",36182,20,"State-gov","Some-college",10,"Never-married","White","Female",20,"<=50K"
"36183",36183,29,"Private","Some-college",10,"Divorced","White","Male",35,">50K"
"36184",36184,54,"Self-emp-not-inc","Some-college",10,"Married-civ-spouse","White","Male",65,"<=50K"
"36185",36185,34,"Private","Assoc-voc",11,"Never-married","White","Female",40,"<=50K"
"36186",36186,30,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"36187",36187,59,"Private","11th",7,"Married-civ-spouse","White","Male",60,"<=50K"
"36188",36188,40,"Private","7th-8th",4,"Divorced","White","Female",40,"<=50K"
"36189",36189,37,"Private","HS-grad",9,"Separated","White","Male",40,"<=50K"
"36190",36190,45,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"36191",36191,55,"Self-emp-not-inc","Masters",14,"Married-civ-spouse","White","Male",40,">50K"
"36192",36192,49,"Local-gov","Some-college",10,"Married-civ-spouse","White","Male",44,">50K"
"36193",36193,49,"Self-emp-not-inc","Assoc-acdm",12,"Divorced","White","Male",25,"<=50K"
"36194",36194,30,"Federal-gov","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"36195",36195,56,"Federal-gov","Some-college",10,"Divorced","Black","Female",40,"<=50K"
"36196",36196,29,"Private","Some-college",10,"Never-married","White","Female",40,"<=50K"
"36197",36197,33,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"36198",36198,25,"Private","Some-college",10,"Never-married","White","Male",42,"<=50K"
"36199",36199,28,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",70,">50K"
"36200",36200,23,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
